date,time,chamber_temperature_c,d_t_m_v,wet_bulb_depression_m_v,corrected_water_potential_m_pa,intercept,slope,edbo,correction_for_d_t_m_pa,internal_battery_voltage_v,internal_battery_temperature_c,external_power_supply_present,external_power_supply_voltage_v,external_power_supply_current_m_a,diagnostic_comment,dt
2023-04-09,15:30:01,31.83,-0.31,19.3,-3.82,0.37,-4.21,-0.26,-0.04,4.2,42.3,present,19.79,34.5,NA,2023-04-09T22:30:01Z
2023-04-09,16:00:01,31.41,0.07,18.3,-3.6,0.37,-4.21,-0.74,0,4.2,42.4,present,19.59,33.9,NA,2023-04-09T23:00:01Z
2023-04-09,16:30:01,31.09,-0.26,18.47,-3.71,0.37,-4.21,-0.47,-0.03,4.2,42.3,present,19.1,34.5,NA,2023-04-09T23:30:01Z
2023-04-09,17:00:01,30.61,-0.2,17.98,-3.64,0.37,-4.21,-0.46,-0.02,4.2,41.8,present,18.61,35.4,NA,2023-04-10T00:00:01Z
2023-04-09,17:30:00,29.85,-0.46,17.62,-3.67,0.37,-4.21,-0.27,-0.06,4.07,40.3,not present,0,0,NA,2023-04-10T00:30:00Z
2023-04-09,18:00:00,28.95,-0.57,17.04,-3.64,0.37,-4.21,-0.09,-0.07,4.06,38.7,not present,0,0,NA,2023-04-10T01:00:00Z
2023-04-09,18:30:00,27.3,-0.58,15.69,-3.5,0.37,-4.21,-0.22,-0.07,4.02,36.09,not present,0,0,NA,2023-04-10T01:30:00Z
2023-04-09,19:00:00,25.16,-0.52,14.32,-3.37,0.37,-4.21,-0.17,-0.07,4,32.59,not present,0,0,NA,2023-04-10T02:00:00Z
2023-04-09,19:30:00,21.84,-0.66,12.68,-3.29,0.37,-4.21,-0.19,-0.09,3.97,28.5,not present,0,0,NA,2023-04-10T02:30:00Z
2023-04-09,20:00:00,18.45,-0.61,11.12,-3.2,0.37,-4.21,-0.02,-0.08,3.95,25.5,not present,0,0,NA,2023-04-10T03:00:00Z
2023-04-09,20:30:00,16.62,-0.33,9.96,-3.01,0.37,-4.21,-0.37,-0.04,3.93,23.2,not present,0,0,NA,2023-04-10T03:30:00Z
2023-04-09,21:00:00,16.06,-0.21,9.44,-2.9,0.37,-4.21,-0.47,-0.02,3.91,22.2,not present,0,0,NA,2023-04-10T04:00:00Z
2023-04-09,21:30:00,15.65,-0.28,9.21,-2.88,0.37,-4.21,-0.4,-0.04,3.9,21.2,not present,0,0,NA,2023-04-10T04:30:00Z
2023-04-09,22:00:00,15.42,-0.32,9.04,-2.85,0.37,-4.21,-0.5,-0.04,3.9,20.8,not present,0,0,NA,2023-04-10T05:00:00Z
2023-04-09,22:30:00,15.15,-0.23,8.99,-2.85,0.37,-4.21,-0.26,-0.03,3.89,20.5,not present,0,0,NA,2023-04-10T05:30:00Z
2023-04-09,23:00:00,15,-0.2,8.81,-2.8,0.37,-4.21,-0.42,-0.02,3.88,20.2,not present,0,0,NA,2023-04-10T06:00:00Z
2023-04-09,23:30:00,14.8,-0.24,8.71,-2.8,0.37,-4.21,-0.57,-0.03,3.88,20.1,not present,0,0,NA,2023-04-10T06:30:00Z
2023-04-10,00:00:00,14.21,-0.27,8.6,-2.83,0.37,-4.21,-0.43,-0.03,3.87,19.5,not present,0,0,NA,2023-04-10T07:00:00Z
2023-04-10,00:30:00,13.53,-0.17,8.35,-2.81,0.37,-4.21,-0.43,-0.02,3.86,18.7,not present,0,0,NA,2023-04-10T07:30:00Z
2023-04-10,01:00:00,12.99,-0.27,8.15,-2.81,0.37,-4.21,-0.33,-0.03,3.85,18.29,not present,0,0,NA,2023-04-10T08:00:00Z
2023-04-10,01:30:00,12.53,-0.2,8.01,-2.8,0.37,-4.21,-0.37,-0.02,3.85,17.6,not present,0,0,NA,2023-04-10T08:30:00Z
2023-04-10,02:00:00,12.04,-0.34,7.89,-2.84,0.37,-4.21,-0.35,-0.04,3.84,17.5,not present,0,0,NA,2023-04-10T09:00:00Z
2023-04-10,02:30:00,12.09,-0.27,7.8,-2.79,0.37,-4.21,-0.43,-0.03,3.83,17.29,not present,0,0,NA,2023-04-10T09:30:00Z
2023-04-10,03:00:00,12.11,-0.19,7.81,-2.78,0.37,-4.21,-0.47,-0.02,3.82,17.29,not present,0,0,NA,2023-04-10T10:00:00Z
2023-04-10,03:30:00,11.69,-0.23,7.68,-2.79,0.37,-4.21,-0.47,-0.03,3.82,16.79,not present,0,0,NA,2023-04-10T10:30:00Z
2023-04-10,04:00:01,10.89,-0.37,7.58,-2.87,0.37,-4.21,-0.35,-0.05,3.81,16.29,not present,0,0,NA,2023-04-10T11:00:01Z
2023-04-10,04:30:01,10.69,-0.18,7.43,-2.81,0.37,-4.21,-0.31,-0.02,3.8,16,not present,0,0,NA,2023-04-10T11:30:01Z
2023-04-10,05:00:00,10.51,-0.19,7.28,-2.78,0.37,-4.21,-0.42,-0.02,3.79,15.8,not present,0,0,NA,2023-04-10T12:00:00Z
2023-04-10,05:30:00,10.08,-0.25,7.2,-2.81,0.37,-4.21,-0.27,-0.03,3.78,15.4,not present,0,0,NA,2023-04-10T12:30:00Z
2023-04-10,06:00:00,9.76,-0.32,7.11,-2.83,0.37,-4.21,-0.46,-0.04,3.78,15.2,not present,0,0,NA,2023-04-10T13:00:00Z
2023-04-10,06:30:00,9.54,-0.27,7.31,-2.93,0.37,-4.21,0,-0.03,3.78,15.6,not present,0,0,NA,2023-04-10T13:30:00Z
2023-04-10,07:00:01,11.7,0.2,8.17,-2.91,0.37,-4.21,-0.37,0.02,3.94,19.9,present,7.66,72.6,NA,2023-04-10T14:00:01Z
2023-04-10,07:30:01,16.3,0.29,10.77,-3.21,0.37,-4.21,-0.59,0.04,4.19,26.2,present,20.36,42,NA,2023-04-10T14:30:01Z
2023-04-10,08:00:01,20.71,-0.37,14.04,-3.73,0.37,-4.21,0.04,-0.05,4.2,30.4,present,20.34,39.3,NA,2023-04-10T15:00:01Z
2023-04-10,08:30:01,23.91,-0.98,17.11,-4.23,0.37,-4.21,1.37,-0.13,4.2,32.9,present,20.19,38.4,NA,2023-04-10T15:30:01Z
2023-04-10,09:00:01,25.96,-1.17,18.97,-4.46,0.37,-4.21,1.61,-0.15,4.2,35.09,present,19.96,37.8,NA,2023-04-10T16:00:01Z
2023-04-10,09:30:01,28.19,-1.09,20.21,-4.47,0.37,-4.21,1.8,-0.14,4.2,37.3,present,19.71,37.2,NA,2023-04-10T16:30:01Z
2023-04-10,10:00:00,31.04,-1.08,22.17,-4.58,0.37,-4.21,2.01,-0.14,4.2,39,present,19.58,37.5,NA,2023-04-10T17:00:00Z
2023-04-10,10:30:01,32.47,-0.69,21.63,-4.27,0.37,-4.21,0.89,-0.09,4.2,40.9,present,19.64,36.59,NA,2023-04-10T17:30:01Z
2023-04-10,11:00:00,32.91,-0.27,21.03,-4.06,0.37,-4.21,-0.04,-0.03,4.2,42.1,present,19.75,36.3,NA,2023-04-10T18:00:00Z
2023-04-10,11:30:00,33.1,-0.41,21.5,-4.15,0.37,-4.21,0.32,-0.05,4.2,42.3,present,19.74,35.4,NA,2023-04-10T18:30:00Z
2023-04-10,12:00:00,33.69,-0.18,21.4,-4.05,0.37,-4.21,0.23,-0.02,4.2,42.8,present,19.45,35.4,NA,2023-04-10T19:00:00Z
2023-04-10,12:30:00,34.73,0.09,21.12,-3.87,0.37,-4.21,-0.75,0.01,4.2,43.6,present,19.62,35.09,NA,2023-04-10T19:30:00Z
2023-04-10,13:00:00,35.1,0.31,21.18,-3.82,0.37,-4.21,-1.03,0.04,4.2,44,present,19.59,34.8,NA,2023-04-10T20:00:00Z
2023-04-10,13:30:00,35.22,0.15,21.49,-3.89,0.37,-4.21,-0.42,0.02,4.2,44.3,present,19.53,35.09,NA,2023-04-10T20:30:00Z
2023-04-10,14:00:00,35.13,0.11,21.2,-3.85,0.37,-4.21,-0.73,0.01,4.2,45.1,present,19.62,34.5,NA,2023-04-10T21:00:00Z
2023-04-10,14:30:00,35.02,0.01,21.17,-3.86,0.37,-4.21,-0.77,0,4.2,45.6,present,19.62,34.5,NA,2023-04-10T21:30:00Z
2023-04-10,15:00:01,35.23,-0.12,21.68,-3.96,0.37,-4.21,-0.3,-0.01,4.2,45.8,present,19.56,34.5,NA,2023-04-10T22:00:01Z
2023-04-10,15:30:01,35.09,-0.19,21.34,-3.92,0.37,-4.21,-0.33,-0.02,4.2,46,present,19.42,34.8,NA,2023-04-10T22:30:01Z
2023-04-10,16:00:01,34.73,0.01,20.67,-3.79,0.37,-4.21,-0.83,0,4.2,46.1,present,19.35,35.09,NA,2023-04-10T23:00:01Z
2023-04-10,16:30:01,34.01,-0.12,20.54,-3.85,0.37,-4.21,-0.43,-0.01,4.2,46.2,present,19.12,34.5,NA,2023-04-10T23:30:01Z
2023-04-10,17:00:01,33.47,-0.16,19.97,-3.79,0.37,-4.21,-0.42,-0.02,4.2,45.2,present,18.16,36.59,NA,2023-04-11T00:00:01Z
2023-04-10,17:30:00,32.89,-0.28,19.77,-3.82,0.37,-4.21,-0.52,-0.03,4.11,44.6,present,5.87,29.4,NA,2023-04-11T00:30:00Z
2023-04-10,18:00:00,32.06,-0.32,19.2,-3.78,0.37,-4.21,-0.2,-0.04,4.08,42.7,not present,0,0,NA,2023-04-11T01:00:00Z
2023-04-10,18:30:01,30.9,-0.47,18,-3.66,0.37,-4.21,-0.37,-0.06,4.05,40.3,not present,0,0,NA,2023-04-11T01:30:01Z
2023-04-10,19:00:01,28.54,-0.54,16.33,-3.52,0.37,-4.21,-0.25,-0.07,4.02,36.5,not present,0,0,NA,2023-04-11T02:00:01Z
2023-04-10,19:30:01,25.63,-0.38,14.46,-3.34,0.37,-4.21,-0.46,-0.05,4,32.59,not present,0,0,NA,2023-04-11T02:30:01Z
2023-04-10,20:00:00,23.73,-0.34,13.42,-3.26,0.37,-4.21,-0.45,-0.04,3.98,30.1,not present,0,0,NA,2023-04-11T03:00:00Z
2023-04-10,20:30:01,23.08,-0.23,12.93,-3.18,0.37,-4.21,-0.3,-0.03,3.96,28.9,not present,0,0,NA,2023-04-11T03:30:01Z
2023-04-10,21:00:01,23.45,-0.25,13.02,-3.17,0.37,-4.21,-0.17,-0.03,3.96,28.7,not present,0,0,NA,2023-04-11T04:00:01Z
2023-04-10,21:30:01,23.71,-0.22,12.98,-3.13,0.37,-4.21,-0.2,-0.03,3.96,28.9,not present,0,0,NA,2023-04-11T04:30:01Z
2023-04-10,22:00:01,24.34,-0.15,13.02,-3.08,0.37,-4.21,-0.45,-0.02,3.96,29.2,not present,0,0,NA,2023-04-11T05:00:01Z
2023-04-10,22:30:01,24.08,-0.34,12.92,-3.1,0.37,-4.21,-0.38,-0.04,3.95,28.9,not present,0,0,NA,2023-04-11T05:30:01Z
2023-04-10,23:00:01,23.87,-0.16,12.84,-3.08,0.37,-4.21,-0.54,-0.02,3.95,28.7,not present,0,0,NA,2023-04-11T06:00:01Z
2023-04-10,23:30:00,22.13,-0.6,12.54,-3.22,0.37,-4.21,-0.13,-0.08,3.94,27.3,not present,0,0,NA,2023-04-11T06:30:00Z
2023-04-11,00:00:01,19.62,-0.48,11.2,-3.09,0.37,-4.21,-0.57,-0.06,3.92,25.6,not present,0,0,NA,2023-04-11T07:00:01Z
2023-04-11,00:30:00,16.54,-0.48,10.06,-3.07,0.37,-4.21,-0.17,-0.06,3.9,23.5,not present,0,0,NA,2023-04-11T07:30:00Z
2023-04-11,01:00:01,15.29,-0.26,9.13,-2.88,0.37,-4.21,-0.56,-0.03,3.89,22.1,not present,0,0,NA,2023-04-11T08:00:01Z
2023-04-11,01:30:01,15.06,-0.27,9.09,-2.9,0.37,-4.21,-0.45,-0.03,3.88,21.1,not present,0,0,NA,2023-04-11T08:30:01Z
2023-04-11,02:00:00,15.43,-0.26,9.17,-2.88,0.37,-4.21,-0.55,-0.03,3.87,20.9,not present,0,0,NA,2023-04-11T09:00:00Z
2023-04-11,02:30:01,15.64,-0.14,9.34,-2.9,0.37,-4.21,-0.48,-0.01,3.87,21,not present,0,0,NA,2023-04-11T09:30:01Z
2023-04-11,03:00:01,15.52,-0.2,9.39,-2.94,0.37,-4.21,-0.45,-0.02,3.86,20.9,not present,0,0,NA,2023-04-11T10:00:01Z
2023-04-11,03:30:01,15.16,-0.34,9.43,-3.01,0.37,-4.21,-0.19,-0.04,3.86,20.4,not present,0,0,NA,2023-04-11T10:30:01Z
2023-04-11,04:00:00,15.16,-0.18,9.26,-2.93,0.37,-4.21,-0.5,-0.02,3.85,20.6,not present,0,0,NA,2023-04-11T11:00:00Z
2023-04-11,04:30:01,14.92,-0.27,9.34,-2.99,0.37,-4.21,-0.34,-0.03,3.84,20.2,not present,0,0,NA,2023-04-11T11:30:01Z
2023-04-11,05:00:00,15.13,-0.09,9.32,-2.94,0.37,-4.21,-0.4,-0.01,3.84,20.29,not present,0,0,NA,2023-04-11T12:00:00Z
2023-04-11,05:30:00,15.27,-0.22,9.44,-2.98,0.37,-4.21,-0.7,-0.03,3.83,20.6,not present,0,0,NA,2023-04-11T12:30:00Z
2023-04-11,06:00:00,13.87,-0.51,9.42,-3.18,0.37,-4.21,0.03,-0.07,3.83,19.7,not present,0,0,NA,2023-04-11T13:00:00Z
2023-04-11,06:30:00,12.83,-0.3,9.08,-3.17,0.37,-4.21,0.02,-0.04,3.83,19.9,not present,0,0,NA,2023-04-11T13:30:00Z
2023-04-11,07:00:00,14.95,0.02,10.37,-3.28,0.37,-4.21,-0.34,0,4,24.4,present,7.81,77.69,NA,2023-04-11T14:00:00Z
2023-04-11,07:30:01,19.67,0.19,12.85,-3.45,0.37,-4.21,-0.71,0.02,4.2,30.4,present,20.09,43.8,NA,2023-04-11T14:30:01Z
2023-04-11,08:00:00,23.85,-0.13,15.97,-3.84,0.37,-4.21,-0.1,-0.01,4.2,34.2,present,20.1,40.5,NA,2023-04-11T15:00:00Z
2023-04-11,08:30:00,26.72,-0.65,19.04,-4.32,0.37,-4.21,1.15,-0.08,4.2,37.2,present,19.98,38.7,NA,2023-04-11T15:30:00Z
2023-04-11,09:00:00,29.33,-0.68,19.78,-4.2,0.37,-4.21,0.39,-0.09,4.2,39.4,present,19.9,37.8,NA,2023-04-11T16:00:00Z
2023-04-11,09:30:01,30.88,-0.7,21.39,-4.38,0.37,-4.21,0.96,-0.09,4.2,40.5,present,19.69,37.8,NA,2023-04-11T16:30:01Z
2023-04-11,10:00:01,32.65,-1.05,23.16,-4.6,0.37,-4.21,1.71,-0.13,4.2,41.4,present,19.51,37.5,NA,2023-04-11T17:00:01Z
2023-04-11,10:30:01,34.46,-1.03,24.26,-4.63,0.37,-4.21,1.89,-0.13,4.2,42.8,present,19.36,36.59,NA,2023-04-11T17:30:01Z
2023-04-11,11:00:00,35.78,-0.76,24.09,-4.44,0.37,-4.21,1.06,-0.09,4.2,43.6,present,19.39,36.3,NA,2023-04-11T18:00:00Z
2023-04-11,11:30:00,36.82,-0.65,24.45,-4.39,0.37,-4.21,1.14,-0.08,4.2,44.3,present,19.2,36,NA,2023-04-11T18:30:00Z
2023-04-11,12:00:00,37.62,-0.59,24.53,-4.33,0.37,-4.21,0.87,-0.07,4.2,45.5,present,19.04,36.3,NA,2023-04-11T19:00:00Z
2023-04-11,12:30:01,38.79,-0.53,25.36,-4.36,0.37,-4.21,0.78,-0.06,4.2,46.6,present,19.21,36.3,NA,2023-04-11T19:30:01Z
2023-04-11,13:00:01,39.14,-0.53,25.71,-4.4,0.37,-4.21,0.89,-0.06,4.2,47.4,present,18.96,36,NA,2023-04-11T20:00:01Z
2023-04-11,13:30:00,39.79,-0.39,25.77,-4.33,0.37,-4.21,0.92,-0.05,4.2,48.6,present,17.85,37.8,NA,2023-04-11T20:30:00Z
2023-04-11,14:00:00,37.91,-1.09,24.5,-4.36,0.37,-4.21,0.7,-0.13,4.2,46.9,present,18.89,36,NA,2023-04-11T21:00:00Z
2023-04-11,14:30:00,34.97,-0.98,22.98,-4.34,0.37,-4.21,0.99,-0.12,4.2,44.6,present,19.28,35.09,NA,2023-04-11T21:30:00Z
2023-04-11,15:00:01,33.93,-0.55,21.74,-4.14,0.37,-4.21,0.3,-0.07,4.2,43.3,present,19.17,34.8,NA,2023-04-11T22:00:01Z
2023-04-11,15:30:01,34.16,-0.17,21.16,-3.96,0.37,-4.21,-0.48,-0.02,4.2,43.7,present,18.78,35.09,NA,2023-04-11T22:30:01Z
2023-04-11,16:00:01,33.74,-0.28,20.95,-3.97,0.37,-4.21,-0.24,-0.03,4.2,43.9,present,18.95,34.8,NA,2023-04-11T23:00:01Z
2023-04-11,16:30:01,32.62,-0.32,20.17,-3.92,0.37,-4.21,-0.45,-0.04,4.2,43.2,present,19.48,33.9,NA,2023-04-11T23:30:01Z
2023-04-11,17:00:01,31.95,-0.36,20.32,-4.02,0.37,-4.21,-0.37,-0.04,4.2,42.8,present,18.95,34.5,NA,2023-04-12T00:00:01Z
2023-04-11,17:30:00,31.19,-0.33,19.26,-3.87,0.37,-4.21,-0.49,-0.04,4.2,42.2,present,18.04,36.3,NA,2023-04-12T00:30:00Z
2023-04-11,18:00:01,30.3,-0.42,18.79,-3.87,0.37,-4.21,-0.05,-0.05,4.07,40.2,not present,0,0,NA,2023-04-12T01:00:01Z
2023-04-11,18:30:00,29.84,-0.35,17.85,-3.7,0.37,-4.21,-0.28,-0.04,4.06,39.3,not present,0,0,NA,2023-04-12T01:30:00Z
2023-04-11,19:00:00,28.33,-0.39,16.38,-3.53,0.37,-4.21,-0.42,-0.05,4.02,36.2,not present,0,0,NA,2023-04-12T02:00:00Z
2023-04-11,19:30:00,25.95,-0.45,15.3,-3.51,0.37,-4.21,0.14,-0.06,4,32.8,not present,0,0,NA,2023-04-12T02:30:00Z
2023-04-11,20:00:00,24.2,-0.33,14.11,-3.38,0.37,-4.21,-0.04,-0.04,3.98,30.5,not present,0,0,NA,2023-04-12T03:00:00Z
2023-04-11,20:30:01,24.13,-0.1,13.37,-3.17,0.37,-4.21,-0.55,-0.01,3.97,29.9,not present,0,0,NA,2023-04-12T03:30:01Z
2023-04-11,21:00:01,23.6,-0.24,13.25,-3.21,0.37,-4.21,-0.38,-0.03,3.96,29.2,not present,0,0,NA,2023-04-12T04:00:01Z
2023-04-11,21:30:01,23.37,-0.21,12.9,-3.14,0.37,-4.21,-0.62,-0.02,3.96,28.7,not present,0,0,NA,2023-04-12T04:30:01Z
2023-04-11,22:00:00,23.29,-0.25,12.8,-3.13,0.37,-4.21,-0.59,-0.03,3.95,28.3,not present,0,0,NA,2023-04-12T05:00:00Z
2023-04-11,22:30:00,22.36,-0.19,12.41,-3.11,0.37,-4.21,-0.19,-0.02,3.94,27.4,not present,0,0,NA,2023-04-12T05:30:00Z
2023-04-11,23:00:01,21.47,-0.32,12.09,-3.13,0.37,-4.21,-0.37,-0.04,3.93,26.9,not present,0,0,NA,2023-04-12T06:00:01Z
2023-04-11,23:30:00,19.84,-0.45,11.45,-3.13,0.37,-4.21,-0.22,-0.06,3.92,25.1,not present,0,0,NA,2023-04-12T06:30:00Z
2023-04-12,00:00:00,18.82,-0.29,10.86,-3.04,0.37,-4.21,-0.35,-0.04,3.91,24.2,not present,0,0,NA,2023-04-12T07:00:00Z
2023-04-12,00:30:00,18.15,-0.25,10.58,-3.03,0.37,-4.21,-0.4,-0.03,3.9,23.8,not present,0,0,NA,2023-04-12T07:30:00Z
2023-04-12,01:00:00,17.3,-0.32,10.28,-3.04,0.37,-4.21,-0.35,-0.04,3.89,22.9,not present,0,0,NA,2023-04-12T08:00:00Z
2023-04-12,01:30:00,16.6,-0.36,10,-3.03,0.37,-4.21,-0.26,-0.05,3.88,22.3,not present,0,0,NA,2023-04-12T08:30:00Z
2023-04-12,02:00:01,16.11,-0.26,9.81,-3.01,0.37,-4.21,-0.33,-0.03,3.88,21.8,not present,0,0,NA,2023-04-12T09:00:01Z
2023-04-12,02:30:01,15.24,-0.37,9.53,-3.03,0.37,-4.21,-0.39,-0.05,3.86,20.7,not present,0,0,NA,2023-04-12T09:30:01Z
2023-04-12,03:00:01,14.47,-0.32,9.21,-3.01,0.37,-4.21,-0.31,-0.04,3.85,19.79,not present,0,0,NA,2023-04-12T10:00:01Z
2023-04-12,03:30:01,14.48,-0.09,9.09,-2.93,0.37,-4.21,-0.57,-0.01,3.84,19.7,not present,0,0,NA,2023-04-12T10:30:01Z
2023-04-12,04:00:01,14.36,-0.26,9.25,-3.03,0.37,-4.21,-0.3,-0.03,3.84,19.7,not present,0,0,NA,2023-04-12T11:00:01Z
2023-04-12,04:30:00,14.32,-0.19,9.21,-3.01,0.37,-4.21,-0.38,-0.02,3.83,19.6,not present,0,0,NA,2023-04-12T11:30:00Z
2023-04-12,05:00:01,13.98,-0.35,9.15,-3.05,0.37,-4.21,-0.41,-0.05,3.82,19.29,not present,0,0,NA,2023-04-12T12:00:01Z
2023-04-12,05:30:00,13.79,-0.31,9.06,-3.04,0.37,-4.21,-0.38,-0.04,3.82,19.29,not present,0,0,NA,2023-04-12T12:30:00Z
2023-04-12,06:00:00,13.87,-0.29,9.06,-3.03,0.37,-4.21,-0.29,-0.04,3.81,19.2,not present,0,0,NA,2023-04-12T13:00:00Z
2023-04-12,06:30:00,14.28,-0.27,9.61,-3.16,0.37,-4.21,-0.28,-0.03,3.82,20.1,not present,0,0,NA,2023-04-12T13:30:00Z
2023-04-12,07:00:00,16.07,0.03,10.92,-3.32,0.37,-4.21,-0.2,0,3.89,23.7,not present,0,0,NA,2023-04-12T14:00:00Z
2023-04-12,07:30:01,19.45,0.12,13.13,-3.56,0.37,-4.21,-0.46,0.01,4.2,29.2,present,20.12,43.2,NA,2023-04-12T14:30:01Z
2023-04-12,08:00:00,22.84,-0.27,15.43,-3.84,0.37,-4.21,-0.22,-0.03,4.2,32.5,present,20.23,39.3,NA,2023-04-12T15:00:00Z
2023-04-12,08:30:00,25.26,-0.88,18.58,-4.41,0.37,-4.21,1.38,-0.11,4.2,34.8,present,20.04,38.7,NA,2023-04-12T15:30:00Z
2023-04-12,09:00:00,27.74,-0.59,19.71,-4.35,0.37,-4.21,0.79,-0.07,4.2,37.4,present,19.94,37.8,NA,2023-04-12T16:00:00Z
2023-04-12,09:30:01,29.38,-0.92,21.06,-4.5,0.37,-4.21,1.18,-0.12,4.2,38.7,present,19.83,37.2,NA,2023-04-12T16:30:01Z
2023-04-12,10:00:01,30.69,-1.29,22.86,-4.78,0.37,-4.21,2.01,-0.16,4.2,39.2,present,19.58,37.2,NA,2023-04-12T17:00:01Z
2023-04-12,10:30:01,32.46,-0.86,23,-4.57,0.37,-4.21,1.18,-0.11,4.2,40.5,present,19.5,36.59,NA,2023-04-12T17:30:01Z
2023-04-12,11:00:00,33.63,-0.99,24.17,-4.69,0.37,-4.21,1.45,-0.12,4.2,41.9,present,19.32,36.3,NA,2023-04-12T18:00:00Z
2023-04-12,11:30:00,32.8,-1.37,23.93,-4.78,0.37,-4.21,1.68,-0.17,4.2,42.1,present,20.06,34.8,NA,2023-04-12T18:30:00Z
2023-04-12,12:00:00,33.68,-0.87,23.57,-4.56,0.37,-4.21,1.04,-0.11,4.2,42.3,present,19.85,35.4,NA,2023-04-12T19:00:00Z
2023-04-12,12:30:01,34.12,-0.93,23.74,-4.55,0.37,-4.21,1.14,-0.12,4.2,42.3,present,19.91,34.5,NA,2023-04-12T19:30:01Z
2023-04-12,13:00:00,34.53,-0.8,24.1,-4.56,0.37,-4.21,0.88,-0.1,4.2,42.7,present,19.53,35.09,NA,2023-04-12T20:00:00Z
2023-04-12,13:30:00,34.92,-0.49,24.19,-4.5,0.37,-4.21,0.99,-0.06,4.2,43.6,present,19.35,35.09,NA,2023-04-12T20:30:00Z
2023-04-12,14:00:00,35.57,-0.35,23.73,-4.34,0.37,-4.21,0.22,-0.04,4.2,44.4,present,19.77,34.2,NA,2023-04-12T21:00:00Z
2023-04-12,14:30:00,34.65,-0.61,23.53,-4.42,0.37,-4.21,0.53,-0.07,4.2,44.4,present,19.7,34.2,NA,2023-04-12T21:30:00Z
2023-04-12,15:00:01,34.04,-0.59,22.4,-4.26,0.37,-4.21,0,-0.07,4.2,43.9,present,20.21,33.3,NA,2023-04-12T22:00:01Z
2023-04-12,15:30:01,32.88,-0.72,22.31,-4.37,0.37,-4.21,0.47,-0.09,4.2,43.6,present,19.76,33.59,NA,2023-04-12T22:30:01Z
2023-04-12,16:00:01,31.6,-0.69,21.31,-4.3,0.37,-4.21,0.13,-0.09,4.2,42.5,present,20.04,33.59,NA,2023-04-12T23:00:01Z
2023-04-12,16:30:01,31.34,-0.4,20.81,-4.18,0.37,-4.21,-0.15,-0.05,4.2,42.2,present,19.17,34.5,NA,2023-04-12T23:30:01Z
2023-04-12,17:00:01,31.23,-0.38,20.15,-4.06,0.37,-4.21,-0.42,-0.04,4.2,41.9,present,18.29,35.4,NA,2023-04-13T00:00:01Z
2023-04-12,17:30:00,29.68,-0.6,19.19,-4.03,0.37,-4.21,-0.12,-0.07,4.14,39.8,present,7.71,70.5,NA,2023-04-13T00:30:00Z
2023-04-12,18:00:00,28.46,-0.41,18.01,-3.88,0.37,-4.21,-0.3,-0.05,4.08,37.4,present,7.07,56.1,NA,2023-04-13T01:00:00Z
2023-04-12,18:30:00,27.19,-0.38,16.86,-3.74,0.37,-4.21,-0.31,-0.05,4.03,35.59,not present,0,0,NA,2023-04-13T01:30:00Z
2023-04-12,19:00:00,25.94,-0.38,15.69,-3.59,0.37,-4.21,-0.33,-0.05,4,33,not present,0,0,NA,2023-04-13T02:00:00Z
2023-04-12,19:30:00,24.7,-0.35,14.79,-3.5,0.37,-4.21,-0.34,-0.04,3.99,31,not present,0,0,NA,2023-04-13T02:30:00Z
2023-04-12,20:00:01,23.48,-0.34,13.98,-3.42,0.37,-4.21,-0.31,-0.04,3.97,29.4,not present,0,0,NA,2023-04-13T03:00:01Z
2023-04-12,20:30:01,22.47,-0.23,13.33,-3.34,0.37,-4.21,-0.47,-0.03,3.96,28.3,not present,0,0,NA,2023-04-13T03:30:01Z
2023-04-12,21:00:01,21.63,-0.36,12.81,-3.3,0.37,-4.21,-0.43,-0.04,3.95,27.3,not present,0,0,NA,2023-04-13T04:00:01Z
2023-04-12,21:30:00,20.92,-0.33,12.42,-3.27,0.37,-4.21,-0.42,-0.04,3.94,26.6,not present,0,0,NA,2023-04-13T04:30:00Z
2023-04-12,22:00:00,20.1,-0.27,12.08,-3.25,0.37,-4.21,-0.37,-0.03,3.93,25.7,not present,0,0,NA,2023-04-13T05:00:00Z
2023-04-12,22:30:01,19.41,-0.32,11.66,-3.22,0.37,-4.21,-0.49,-0.04,3.92,24.8,not present,0,0,NA,2023-04-13T05:30:01Z
2023-04-12,23:00:01,18.1,-0.37,11.16,-3.22,0.37,-4.21,-0.31,-0.05,3.91,23.6,not present,0,0,NA,2023-04-13T06:00:01Z
2023-04-12,23:30:00,17.64,-0.27,10.8,-3.15,0.37,-4.21,-0.45,-0.03,3.9,23.1,not present,0,0,NA,2023-04-13T06:30:00Z
2023-04-13,00:00:00,17.18,-0.22,10.6,-3.13,0.37,-4.21,-0.43,-0.03,3.89,22.7,not present,0,0,NA,2023-04-13T07:00:00Z
2023-04-13,00:30:00,16.96,-0.2,10.48,-3.12,0.37,-4.21,-0.46,-0.02,3.89,22.3,not present,0,0,NA,2023-04-13T07:30:00Z
2023-04-13,01:00:01,16.54,-0.38,10.41,-3.17,0.37,-4.21,-0.45,-0.05,3.88,21.7,not present,0,0,NA,2023-04-13T08:00:01Z
2023-04-13,01:30:01,15.95,-0.34,10.12,-3.14,0.37,-4.21,-0.34,-0.04,3.87,21.3,not present,0,0,NA,2023-04-13T08:30:01Z
